Species	JanWk1	JanWk2	JanWk3	JanWk4	FebWk1	FebWk2	FebWk3	FebWk4	MarWk1	MarWk2	MarWk3	MarWk4	AprWk1	AprWk2	AprWk3	AprWk4	MayWk1	MayWk2	MayWk3	MayWk4	JunWk1	JunWk2	JunWk3	JunWk4	JulWk1	JulWk2	JulWk3	JulWk4	AugWk1	AugWk2	AugWk3	AugWk4	SepWk1	SepWk2	SepWk3	SepWk4	OctWk1	OctWk2	OctWk3	OctWk4	NovWk1	NovWk2	NovWk3	NovWk4	DecWk1	DecWk2	DecWk3	DecWk4	State
Henslow's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006676	0.001594	0.0027415	0.0022819	0.0031945	0.0010614	0.0044572	0.0029871	0.0024139	0.0016413	0.004264	0.00162	0.0016287	0.0026381	0.004298	0.0017107	0.0007267	0.0001695	0.0002164	0.0015	0.0015	0.0015	0.0002418	0.0006792	0.0002548	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Song Sparrow	0.3731128	0.3794861	0.3978823	0.3886225	0.4085325	0.411545	0.3861152	0.4645258	0.4905906	0.5330676	0.5422408	0.5200243	0.5145631	0.4893555	0.4747664	0.4677648	0.4504632	0.4426927	0.4501661	0.4357391	0.4455787	0.4580153	0.4496299	0.4606088	0.4990863	0.5001157	0.5002327	0.4971861	0.4278892	0.3660802	0.3112888	0.2635147	0.2534084	0.2755208	0.2844233	0.3190758	0.3933752	0.4047996	0.4433121	0.4528371	0.4346106	0.3823912	0.3723921	0.3660805	0.3971567	0.373425	0.4138433	0.363765	WV
Lincoln's Sparrow	0.0	0.0015	0.0015	0.0001654	0.0008935	0.0003112	0.0002733	0.0	0.0001863	0.0	0.0005439	0.0001217	0.0006366	0.0002916	0.000267	0.0016826	0.0039705	0.0044601	0.0020445	0.0002895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001759	0.0	0.0	0.0	0.0003389	0.0006492	0.0013021	0.0109394	0.0240596	0.0398936	0.0387141	0.0300637	0.0155081	0.0037083	0.0018234	0.0011432	0.0006064	0.000605	0.0015	0.0004157	0.0015	WV
Swamp Sparrow	0.0287504	0.0220854	0.0238241	0.0208368	0.0176457	0.0087132	0.0112063	0.0156833	0.0171418	0.0184816	0.0190355	0.021546	0.0284896	0.0393701	0.0337784	0.0268332	0.0281717	0.0195001	0.0218502	0.0247974	0.0350827	0.0277132	0.0304152	0.0280513	0.0328934	0.0196714	0.0193113	0.0225114	0.0131328	0.0151515	0.0092054	0.0106762	0.0093053	0.0075521	0.0149822	0.0231048	0.0611702	0.0842201	0.1031847	0.0923189	0.0645241	0.0445428	0.040583	0.0394178	0.0305505	0.0283505	0.0345043	0.0279547	WV
Green-tailed Towhee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	WV
Eastern Towhee	0.057822	0.0666808	0.0653635	0.0689598	0.0714764	0.0788859	0.0824526	0.0769231	0.1028508	0.1290089	0.1881798	0.2690201	0.3542894	0.4327792	0.4672897	0.4969005	0.4806202	0.4429001	0.448505	0.4320726	0.4113587	0.4098905	0.3941101	0.3962996	0.4259898	0.4133302	0.4139134	0.4059093	0.3677173	0.344086	0.2669574	0.2599559	0.2594676	0.2664063	0.3070155	0.3011266	0.3208414	0.3022413	0.2512102	0.1676701	0.1030902	0.0776244	0.0717348	0.0669092	0.0735027	0.0641466	0.0798171	0.0613942	WV
Yellow-breasted Chat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001458	0.0014686	0.0128409	0.0375307	0.0390001	0.0391004	0.0352181	0.0290439	0.037836	0.0321854	0.0271561	0.0278173	0.0249942	0.0137273	0.0061555	0.0009551	0.0029326	0.001938	0.0020336	0.0023804	0.0010417	0.0021403	0.0013366	0.0009671	0.0004528	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	WV
Yellow-headed Blackbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0001863	0.0015	0.0	0.0	0.0015	0.0015	0.0015	8.86e-05	0.0015	0.0	0.0015	0.0	0.0001438	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0002422	0.0003389	0.0	0.0015	0.0015	0.0003819	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	WV
Bobolink	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000267	0.0072618	0.0308187	0.0348512	0.0373115	0.0398495	0.0527678	0.0351809	0.0317026	0.0214861	0.022335	0.0124971	0.0095393	0.0156525	0.0097899	0.012219	0.0152616	0.0122013	0.0106038	0.0114583	0.0078478	0.0043918	0.004352	0.0013584	0.0002548	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	WV
Western Meadowlark	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001217	0.0028649	0.0008749	0.0006676	0.0009741	9.45e-05	0.0	0.0015	9.65e-05	0.0001438	0.0013276	0.0003219	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Eastern Meadowlark	0.0067459	0.0101932	0.0073305	0.0074417	0.0151887	0.0101136	0.0104774	0.0212845	0.0352152	0.0507338	0.076686	0.0876446	0.1050454	0.1058618	0.1025367	0.0952001	0.1012479	0.1031013	0.1118068	0.1071015	0.1058231	0.0916031	0.0906019	0.0760967	0.0879188	0.0742884	0.0660772	0.0545199	0.0348615	0.0305474	0.0256783	0.0211829	0.022506	0.0231771	0.0332937	0.045064	0.0563346	0.0511659	0.0430573	0.0306513	0.0205192	0.0125033	0.012575	0.0088943	0.0054446	0.0091638	0.01164	0.0056617	WV
Orchard Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0001458	0.0109479	0.078197	0.1421819	0.1403381	0.1341682	0.0997684	0.0787922	0.0942582	0.079337	0.0757983	0.0556345	0.0474427	0.036994	0.0256771	0.02149	0.0114858	0.0067829	0.0052533	0.0025968	0.0007813	0.0	0.0003819	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	WV
Baltimore Oriole	0.0015	0.0015	0.0002036	0.0015	0.0	0.0004668	9.11e-05	0.0001867	0.0	0.0001812	0.0	0.0	0.0006366	0.0002916	0.0084112	0.1077754	0.2634714	0.2712374	0.2436749	0.1723273	0.1499641	0.1364089	0.0967171	0.0816174	0.057868	0.0411942	0.0397859	0.0302497	0.0468004	0.0552297	0.0731589	0.0525335	0.0302965	0.0130208	0.0083234	0.0022914	0.0004836	0.0	0.0002548	0.0015	0.0015	0.0015	0.0	0.0015	0.0015	0.0	0.0015	0.0001769	WV
Red-winged Blackbird	0.0208802	0.0186876	0.0258603	0.0196792	0.0256868	0.0401431	0.0847303	0.1992158	0.2856344	0.3361116	0.3796229	0.3657943	0.3971033	0.4033246	0.423765	0.4124159	0.397145	0.388134	0.3834654	0.3561366	0.3357297	0.3428477	0.3178307	0.3178156	0.3220305	0.295302	0.262913	0.2140345	0.1647564	0.1087488	0.0806686	0.0704965	0.0590781	0.0557292	0.0485137	0.063586	0.1054159	0.1220285	0.1391083	0.1410327	0.1105068	0.0864809	0.0677336	0.0497271	0.0369026	0.027205	0.0336728	0.017339	WV
Brown-headed Cowbird	0.0163829	0.0203865	0.0274893	0.0178601	0.0185392	0.0172709	0.0195882	0.0184839	0.0245947	0.0380504	0.0736041	0.1454656	0.2110457	0.26655	0.3042724	0.304729	0.283513	0.2660512	0.2490417	0.2122733	0.1788641	0.1810488	0.1577084	0.1471203	0.1226396	0.0722055	0.0407166	0.0286669	0.0269819	0.0256598	0.0218023	0.0159295	0.0153646	0.0088542	0.0147444	0.0106931	0.0178917	0.0192438	0.0170701	0.0171502	0.015822	0.0122428	0.0200057	0.0137457	0.0127042	0.0160367	0.0197464	0.0130927	WV
Rusty Blackbird	0.0038548	0.0042472	0.0063124	0.0034728	0.0029037	0.004201	0.0029155	0.0087752	0.0104341	0.0152201	0.0164975	0.0159464	0.0143244	0.0144357	0.0080107	0.0061991	0.0028361	0.0007261	0.0001278	9.65e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001909	0.0012089	0.003396	0.0061146	0.0120416	0.0140915	0.0156291	0.0137182	0.0097029	0.0084694	0.0094502	0.0066514	0.0042463	WV
Brewer's Blackbird	0.0015	0.0	0.0015	0.0001654	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0001592	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0002472	0.0	0.0015	0.0015	0.0	0.0015	0.0015	0.0001769	WV
Common Grackle	0.0133312	0.0127416	0.0223987	0.0138912	0.0165289	0.023339	0.0473761	0.0997013	0.1611701	0.2203298	0.2545323	0.2396835	0.2447875	0.2513852	0.2544726	0.2639922	0.2839856	0.3030806	0.29977	0.2764377	0.2580877	0.2670096	0.2550692	0.2455983	0.2330964	0.1895395	0.1675198	0.1516004	0.1265521	0.1014174	0.0952035	0.0735469	0.0538844	0.0375	0.0318668	0.0303609	0.0336074	0.0353181	0.0532484	0.0556468	0.0543881	0.0408961	0.0300086	0.0230443	0.015124	0.0146048	0.013095	0.0095541	WV
Ovenbird	0.0001606	0.0015	0.0002036	0.0001654	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0056868	0.0502003	0.1706518	0.2284931	0.1951042	0.2017634	0.2028174	0.2130841	0.1916694	0.1755713	0.1459266	0.0942132	0.0404999	0.025128	0.0188181	0.0164756	0.0117302	0.0123547	0.0171157	0.0276996	0.0278646	0.0366231	0.029979	0.0234526	0.0061127	0.0010191	0.0015	0.0002472	0.0002605	0.0015	0.0	0.0015	0.0015	0.0015	0.0015	WV
Worm-eating Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002916	0.0128171	0.045519	0.0620155	0.0560108	0.0563506	0.0531648	0.055931	0.0466313	0.0347602	0.0310355	0.0192893	0.0166628	0.01047	0.0119592	0.0133715	0.0083089	0.0109012	0.0054228	0.0084397	0.0083333	0.003805	0.0015276	0.0002418	0.0004528	0.0	0.0001824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Louisiana Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005436	0.0023568	0.0281193	0.0666879	0.0979878	0.1101469	0.1055615	0.1006807	0.0859869	0.0940455	0.0787341	0.0766355	0.0683704	0.0600257	0.052074	0.0493401	0.0488313	0.0481619	0.0342948	0.0308023	0.0151515	0.0079942	0.0040671	0.0025968	0.0007813	0.0019025	0.0009547	0.0004836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Northern Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004374	0.0017356	0.0092101	0.0228777	0.0216782	0.0214669	0.0159205	0.0155284	0.0111185	0.0102993	0.0067144	0.004264	0.0034714	0.00349	0.0031657	0.004298	0.0014663	0.0024225	0.0038976	0.0056265	0.0036458	0.0057075	0.0049647	0.0033849	0.0013584	0.0007643	0.0	0.0	0.0002605	0.0	0.0	0.0	0.0	0.0	0.0	WV
Golden-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000534	0.0043394	0.0113443	0.0101649	0.0120112	0.01621	0.0166786	0.0097909	0.0056324	0.0040286	0.0004061	0.00162	0.0009307	0.0001759	0.0002388	0.0012219	0.0002422	0.0005084	0.0012984	0.0013021	0.0011891	0.0007638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Blue-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004775	0.0013123	0.023498	0.0650018	0.0876347	0.0568406	0.0498339	0.0370513	0.0297628	0.0260538	0.0164145	0.0110415	0.0075127	0.0060171	0.0044207	0.0036933	0.0074021	0.0092864	0.0084787	0.0149127	0.013417	0.0177083	0.0068966	0.0022914	0.0	0.0	0.0	0.0	0.0	0.0002605	0.0	0.0	0.0	0.0	0.0	0.0	WV
Black-and-white Warbler	0.0	0.0	0.0	0.0	0.0002234	0.0	0.0	0.0	0.0	0.0	0.0001813	0.001339	0.010982	0.0440362	0.0946595	0.1532944	0.1974853	0.1487398	0.1382571	0.138653	0.1344357	0.1146698	0.074831	0.0698299	0.0525888	0.0393427	0.0376919	0.0362293	0.0362942	0.0349462	0.030281	0.0332147	0.040251	0.0497396	0.0549346	0.0368532	0.0132979	0.0038488	0.0007643	0.0005473	0.0002472	0.0	0.0015	0.0	0.0003025	0.0	0.0015	0.0015	WV
Prothonotary Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004775	0.0005833	0.0038718	0.008413	0.010588	0.0085053	0.0080501	0.0076225	0.0023005	0.0034849	0.004345	0.0046255	0.0018274	0.0020829	0.0004653	0.0012311	0.0002388	0.0007331	0.0012112	0.0011862	0.0008656	0.0002604	0.0004756	0.0001909	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Swainson's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001458	0.0014686	0.0105384	0.0245793	0.0100612	0.0122668	0.0165959	0.0109274	0.0071357	0.0090119	0.0076097	0.0079188	0.0060171	0.0044207	0.0036933	0.002149	0.0002444	0.0	0.0013557	0.0002164	0.0013021	0.0002378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Tennessee Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000534	0.0078817	0.0394214	0.0797635	0.0628674	0.0046314	0.0001438	0.0	0.0	0.0	0.0	0.0	0.0004653	0.0005276	0.0016714	0.0026882	0.002907	0.0164379	0.0372214	0.0710937	0.0863258	0.0979568	0.0662476	0.0369029	0.0089172	0.0025543	0.0014833	0.0	0.0005716	0.0004043	0.0	0.0	0.0	0.0	WV
Orange-crowned Warbler	0.0	0.0015	0.0	0.0	0.002457	0.0006224	0.0001822	0.0003734	0.0003726	0.0	0.0007252	0.0002435	0.0	0.0002916	0.0015	0.0004428	0.0009454	0.0003112	0.0015	9.65e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001082	0.0002604	0.0021403	0.0034371	0.004352	0.004528	0.0028025	0.0027367	0.0009889	0.000521	0.0	0.0	0.0	0.0002864	0.0	0.0015	WV
Nashville Warbler	0.0	0.0	0.0002036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0021362	0.0156748	0.0378143	0.0269682	0.0097112	0.0033771	0.0015816	0.0009957	0.0011265	0.0010445	0.0004061	0.0006943	0.0004653	0.0021104	0.0015	0.0002444	0.0007267	0.0040671	0.0090889	0.0213542	0.0328181	0.0292152	0.0239362	0.0165271	0.0073885	0.0031016	0.0009889	0.0007815	0.0015	0.0	0.0	0.0	0.0	0.0015	WV
Virginia's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Connecticut Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86e-05	9.45e-05	0.0	0.0002556	9.65e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003389	0.0004328	0.0033854	0.0123662	0.0087837	0.0019342	0.0002264	0.0007643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001335	0.0004428	0.0053885	0.0094389	0.0190391	0.0202624	0.0215672	0.0144374	0.0128742	0.0102954	0.0067005	0.0025457	0.000698	0.0026381	0.002149	0.0007331	0.0	0.0015252	0.0017312	0.0007813	0.0040428	0.0032461	0.0004836	0.0002264	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Kentucky Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0001458	0.0050734	0.0232908	0.0522783	0.0577741	0.050345	0.0372443	0.0349389	0.0321938	0.0254265	0.022083	0.0152284	0.0092571	0.0067473	0.0049244	0.0038204	0.0029326	0.0031492	0.002203	0.0043281	0.0026042	0.0035672	0.0003819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Common Yellowthroat	0.0006425	0.0002124	0.0002036	0.0	0.0	0.0	0.0	0.0	0.0001863	0.0	0.0	0.0015	0.000955	0.005541	0.0312417	0.110875	0.2089242	0.2214501	0.2371582	0.2141065	0.2023005	0.2127448	0.2029289	0.1996419	0.2064975	0.1992594	0.2003257	0.2006683	0.148042	0.115347	0.0724322	0.0816811	0.1146938	0.1335938	0.1631391	0.1401566	0.1138781	0.0545619	0.0198726	0.0065681	0.0014833	0.0015	0.0020006	0.0002021	0.0015124	0.0	0.0002079	0.0003539	WV
Hooded Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003183	0.0045203	0.0371162	0.1321289	0.1870864	0.1551706	0.1590851	0.1441528	0.1304098	0.1196482	0.0965562	0.0872874	0.0730964	0.0624855	0.0500233	0.0399226	0.0382044	0.0317693	0.0237403	0.0332147	0.0473923	0.0567708	0.0568371	0.0513653	0.0123308	0.0036224	0.0002548	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	WV
American Redstart	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001592	0.0036454	0.0364486	0.1182253	0.221592	0.2366974	0.2609251	0.2157468	0.2063264	0.1684368	0.1214998	0.0838556	0.0708629	0.064337	0.0732899	0.0703482	0.0575454	0.0474096	0.03125	0.0413489	0.0744428	0.1059896	0.1124851	0.0886003	0.0336074	0.0088295	0.0017834	0.0001824	0.0	0.0015	0.0	0.0	0.0015	0.0002864	0.0015	0.0	WV
Kirtland's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Cape May Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.000267	0.0082359	0.0460389	0.0378591	0.0115001	0.0018333	0.0001438	0.0	0.0	0.0	0.0	0.0	0.0002327	0.0	0.0	0.0017107	0.0060562	0.0337231	0.0657866	0.0859375	0.1098692	0.1059767	0.0761605	0.0298845	0.0066242	0.0023718	0.0002472	0.0	0.0015	0.0	0.0015	0.0	0.0015	0.0015	WV
Cerulean Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001592	0.0005833	0.0104139	0.039497	0.0679713	0.0587076	0.059034	0.0538402	0.0562185	0.0459675	0.0342774	0.0258132	0.0148223	0.0143485	0.00698	0.0059796	0.0050143	0.0065982	0.003876	0.0023725	0.0006492	0.0013021	0.0016647	0.0003819	0.0007253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Northern Parula	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012733	0.0204141	0.0806409	0.1325717	0.17007	0.1299658	0.118068	0.1005403	0.0997843	0.0838035	0.0753138	0.0559534	0.0408122	0.0245314	0.0165193	0.0089694	0.0074021	0.0029326	0.0087209	0.0101678	0.013417	0.0208333	0.039239	0.0313156	0.0161992	0.00566	0.0010191	0.0001824	0.0002472	0.0	0.0	0.0	0.0015	0.0002864	0.0	0.0	WV
Magnolia Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001458	0.000267	0.0074389	0.0609756	0.0864018	0.0835676	0.0727518	0.063839	0.0615665	0.0482781	0.0543121	0.0505584	0.0300856	0.030712	0.0286669	0.0179083	0.0173509	0.0147771	0.0360956	0.0852629	0.1151042	0.1581451	0.1464579	0.0875242	0.0289789	0.0071338	0.0001824	0.0015	0.0	0.0	0.0002021	0.0	0.0	0.0	0.0	WV
Bay-breasted Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015055	0.0193798	0.0372368	0.0314337	0.0063682	0.0	0.0001659	0.0015	0.0	0.0	0.0015	0.0002327	0.0	0.0	0.0009775	0.001938	0.004745	0.0194763	0.0408854	0.0637337	0.0719878	0.0524662	0.0249038	0.0035669	0.0001824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Blackburnian Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002916	0.0018692	0.0192171	0.056816	0.0552847	0.055584	0.0528753	0.0501797	0.0383339	0.0326682	0.0219338	0.0103553	0.0076371	0.0039553	0.0024622	0.0054919	0.0105083	0.0130814	0.0355872	0.0480415	0.0580729	0.0558859	0.0393355	0.0246615	0.0083767	0.0017834	0.0001824	0.0	0.0	0.0	0.0002021	0.0	0.0	0.0	0.0	WV
Yellow Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0001217	0.0001592	0.0064159	0.0555407	0.1764966	0.2420117	0.2336895	0.2314081	0.1911424	0.1656362	0.1634583	0.1081429	0.0829603	0.0584772	0.0585513	0.0646812	0.0648962	0.0448902	0.0271261	0.0174419	0.011354	0.010171	0.009375	0.0080856	0.0064923	0.0019342	0.0009056	0.0005096	0.0001824	0.0002472	0.000521	0.0	0.0	0.0	0.0	0.0	0.0	WV
Chestnut-sided Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013351	0.0175345	0.0752505	0.0890986	0.0917455	0.1045928	0.1032351	0.0776635	0.0711297	0.055655	0.0477157	0.0252256	0.0200093	0.0167077	0.0148042	0.021261	0.0169574	0.0332147	0.0471759	0.0526042	0.0537455	0.0316975	0.0113636	0.0038488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Blackpoll Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010627	0.0145585	0.0342288	0.0641452	0.0170783	0.0010065	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0002422	0.0038976	0.0119022	0.0380208	0.0627824	0.0794348	0.0645551	0.0276206	0.0099363	0.0043788	0.0012361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	WV
Black-throated Blue Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002916	0.0008011	0.0238222	0.0747778	0.0685614	0.0599284	0.0637785	0.0661395	0.0565881	0.0500483	0.0481946	0.0391878	0.0282342	0.0246626	0.0172353	0.0164756	0.0149071	0.0159884	0.0223691	0.0367886	0.0393229	0.050654	0.0467825	0.0367505	0.018791	0.0035669	0.0007298	0.0	0.0002605	0.0	0.0002021	0.0015	0.0	0.0002079	0.0	WV
Palm Warbler	0.0001606	0.0008494	0.0004072	0.0003307	0.0006701	0.0003112	0.0004555	0.0001867	0.0	0.0003624	0.0	0.0007304	0.0027057	0.0083115	0.0108144	0.0249734	0.0265646	0.0141064	0.0035778	9.65e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001759	0.0	0.0	0.0002422	0.0001695	0.0069249	0.0429688	0.0813317	0.1067405	0.139265	0.1156894	0.0682803	0.0352126	0.0088999	0.0028653	0.0031438	0.001415	0.0018149	0.0005727	0.0012471	0.0012385	WV
Pine Warbler	0.0008031	0.0004247	0.0012217	0.001323	0.0008935	0.0010892	0.0011844	0.0024272	0.0108068	0.0210183	0.0320885	0.034084	0.0389941	0.0393701	0.0328438	0.0332979	0.0327094	0.0251011	0.0261947	0.0271131	0.0202732	0.0192499	0.0254265	0.022083	0.0241624	0.01458	0.00698	0.0065072	0.0045368	0.007087	0.0082364	0.016099	0.023588	0.0320312	0.0299643	0.0332251	0.0321567	0.0224134	0.0119745	0.005291	0.002225	0.0010419	0.0011432	0.0012129	0.0003025	0.0015	0.0010393	0.0008846	WV
Yellow-rumped Warbler	0.0587857	0.0524528	0.0574221	0.0515958	0.0556176	0.0473005	0.043914	0.0526512	0.0538476	0.065048	0.0629079	0.0548996	0.0655738	0.0775736	0.1013351	0.1547999	0.159671	0.0989524	0.0429338	0.035604	0.0336449	0.0232327	0.0257483	0.019994	0.0231472	0.0118028	0.0100047	0.0103764	0.008596	0.0092864	0.0072674	0.0099983	0.0164467	0.0166667	0.031629	0.0609127	0.162234	0.2386235	0.2535032	0.2094508	0.1396786	0.1013285	0.0754501	0.06509	0.061706	0.0518328	0.0781542	0.0509554	WV
Yellow-throated Warbler	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0005439	0.0074254	0.0665287	0.1480023	0.1663551	0.1575452	0.1494611	0.1264392	0.1284181	0.1055577	0.1074047	0.1023896	0.094786	0.0886303	0.0846701	0.059477	0.0507213	0.0200492	0.0112225	0.0068426	0.0101744	0.0159295	0.0283488	0.0322917	0.0306778	0.0229139	0.0087041	0.0015848	0.0015	0.0001824	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	WV
