Species	JanWk1	JanWk2	JanWk3	JanWk4	FebWk1	FebWk2	FebWk3	FebWk4	MarWk1	MarWk2	MarWk3	MarWk4	AprWk1	AprWk2	AprWk3	AprWk4	MayWk1	MayWk2	MayWk3	MayWk4	JunWk1	JunWk2	JunWk3	JunWk4	JulWk1	JulWk2	JulWk3	JulWk4	AugWk1	AugWk2	AugWk3	AugWk4	SepWk1	SepWk2	SepWk3	SepWk4	OctWk1	OctWk2	OctWk3	OctWk4	NovWk1	NovWk2	NovWk3	NovWk4	DecWk1	DecWk2	DecWk3	DecWk4	State
Arctic Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018544	0.0	0.0015	3.76e-05	0.0	0.0	0.0002865	0.0001277	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.19e-05	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33e-05	1.81e-05	0.0001089	7.04e-05	3.75e-05	0.0	0.0015	0.0015	0.0	4.09e-05	0.0001277	3.71e-05	0.0	4.98e-05	9.52e-05	0.0005833	0.0010444	0.0017472	0.0046556	0.0030544	0.0034694	0.0031104	0.0005571	0.0002832	0.0006915	0.0001996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Elegant Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001842	0.0	4.44e-05	4.16e-05	0.0	1.8e-05	0.0001326	5.44e-05	0.0001452	0.0005868	0.0017439	0.0004984	0.0009785	0.0017992	0.0017498	0.0002865	0.0008086	0.0002225	2.19e-05	0.0	2.38e-05	0.0001944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Royal Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71e-05	0.0004593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Least Grebe	0.0004105	0.0009309	0.0010201	0.0008915	0.0010149	0.0004983	0.0004233	0.0004035	0.0004547	0.0004144	0.0003221	0.000503	0.0002705	0.0005905	0.0003416	0.000557	0.0005981	0.000617	0.0004225	0.00045	0.0006646	0.0003764	0.0027588	0.0036342	0.0011459	0.0019151	0.0010013	0.0009623	0.0016689	0.0011668	0.0012315	0.0002901	0.0003574	4.19e-05	0.0001674	0.0010105	0.000219	0.0002785	0.0008091	0.0005475	0.0006788	0.0004429	0.0005403	0.0015294	0.0006027	0.0003829	0.0005869	0.0008436	AZ
Pied-billed Grebe	0.1524534	0.151907	0.1539648	0.1501517	0.1448087	0.1307522	0.1116306	0.126384	0.1254357	0.1194088	0.1138672	0.107426	0.0942878	0.0805975	0.0714543	0.0603127	0.0445689	0.040943	0.0349288	0.0315969	0.0336268	0.0328554	0.0356643	0.0366781	0.040311	0.0387693	0.0399763	0.0412055	0.0402531	0.0403143	0.0524678	0.0602263	0.0647262	0.0845147	0.0846444	0.0953247	0.1088623	0.1172211	0.1303099	0.1434334	0.1576762	0.1665559	0.1703589	0.1717312	0.1692314	0.1572539	0.1426253	0.1476098	AZ
Horned Grebe	0.0033922	0.0040002	0.0040556	0.0036229	0.0025511	0.0016195	0.0011544	0.0009584	0.0010861	0.001151	0.000451	0.0002811	0.0001457	0.0002165	8.99e-05	2.65e-05	1.81e-05	0.0	0.0	3.75e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19e-05	0.0	0.0	0.0	0.0	0.0015	4.19e-05	4.18e-05	0.0001684	0.0004819	0.0003581	0.0011732	0.0019305	0.0021162	0.0028417	0.0033192	0.003232	0.0038169	0.0068538	0.0043502	0.0034826	AZ
Red-necked Grebe	0.0001945	0.0005535	0.0003981	0.0002845	8.23e-05	0.0002242	0.0001732	0.0001009	0.000682	0.0002762	0.0002362	0.0001479	0.0003121	3.94e-05	8.99e-05	1.33e-05	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48e-05	5.8e-05	0.0001588	0.0	0.0001255	0.0001347	4.38e-05	7.96e-05	0.0002427	0.0003458	0.0004791	0.0007012	0.0011964	0.000808	0.0009241	0.0017613	0.0003453	0.0004543	AZ
Eared Grebe	0.0358015	0.0329325	0.0303302	0.0266882	0.0251543	0.0226973	0.0210871	0.0276426	0.0246779	0.0204885	0.020381	0.0227367	0.0245344	0.0263148	0.0270606	0.0283661	0.0225654	0.0192737	0.0156334	0.0117199	0.0086061	0.0063603	0.0063572	0.006629	0.0057704	0.0059154	0.0058963	0.0056209	0.0062273	0.0050958	0.0064491	0.008123	0.0126276	0.0207617	0.0245607	0.0326731	0.0354405	0.0371638	0.0428028	0.0516337	0.0497904	0.0601934	0.0562717	0.0484518	0.0459641	0.0467129	0.0362174	0.0367294	AZ
Western Grebe	0.0176739	0.0204539	0.0189097	0.0159143	0.0139076	0.0133792	0.0107359	0.0119297	0.0126547	0.0101752	0.0120911	0.0105178	0.0101134	0.0106676	0.0100331	0.0102113	0.0083555	0.0104354	0.0086383	0.0057381	0.0061804	0.0053442	0.0059974	0.0062588	0.0050747	0.0071495	0.004858	0.0048992	0.0032133	0.0040957	0.006676	0.0062083	0.0088552	0.0138411	0.0170711	0.0189639	0.0237438	0.0292058	0.0395259	0.0501642	0.0567379	0.0598612	0.0511772	0.0392174	0.0332677	0.0308994	0.0233738	0.0191434	AZ
Clark's Grebe	0.0056824	0.0074972	0.0077132	0.0069803	0.0066658	0.0061041	0.0046176	0.0044894	0.0050518	0.0058012	0.0055624	0.0047041	0.0053897	0.0042907	0.0033084	0.0025594	0.0023381	0.0034482	0.0021596	0.0019314	0.0029573	0.0033119	0.0035984	0.0036678	0.0055658	0.0043408	0.0023734	0.0026683	0.002192	0.0020717	0.0044398	0.0032782	0.0041695	0.0062914	0.006569	0.0055578	0.0061331	0.0063664	0.0089813	0.0087593	0.0088241	0.0094479	0.0092628	0.0075607	0.0069509	0.0083088	0.0072849	0.0063811	AZ
White-tailed Tropicbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Red-billed Tropicbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0001296	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Red-throated Loon	0.0018797	0.0007548	0.0011943	0.0008156	0.0010149	0.000598	0.0006542	0.0002018	0.0002021	0.0002302	4.3e-05	0.0001036	0.000333	9.84e-05	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001383	0.0001198	0.0005905	0.0010421	0.0022509	0.0008839	0.0014933	0.0011048	0.001233	AZ
Pacific Loon	0.0017501	0.0014844	0.0027867	0.0019917	0.0015087	0.0008222	0.0004618	0.0005801	0.0004547	0.0005525	0.000451	0.0001331	0.0002913	0.0012006	8.99e-05	5.3e-05	0.0015	0.0015	0.0015	5.63e-05	3.32e-05	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	2.38e-05	0.000162	2.9e-05	0.0002383	8.39e-05	0.0002092	0.0003032	0.0002628	7.96e-05	0.0001214	0.001239	0.0011579	0.0025096	0.0036279	0.0010966	0.0016875	0.0011104	0.0007596	0.0013628	AZ
Common Loon	0.0052071	0.0056103	0.0060212	0.0058801	0.004389	0.0033386	0.0028475	0.0019925	0.0024501	0.0018647	0.0016751	0.0015976	0.0013734	0.0015549	0.0012946	0.0009813	0.0011237	0.0008711	0.0006573	0.0004875	0.0005316	0.0005269	0.0004398	0.0003028	0.0002865	0.0002553	0.0001483	0.0001312	0.0001993	0.0003334	0.0002917	0.0001741	0.0005956	0.0010486	0.0004184	0.0009431	0.0011828	0.0011539	0.0022656	0.0070881	0.0090637	0.0123265	0.0105365	0.0068392	0.006991	0.0082322	0.0053169	0.0048886	AZ
Yellow-billed Loon	2.16e-05	0.0001258	0.0003732	0.0005121	0.0003292	0.0001495	0.0001347	0.0002018	5.05e-05	9.21e-05	4.3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69e-05	5.63e-05	0.0	0.0	0.0	6.73e-05	0.0	4.26e-05	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	AZ
Laysan Albatross	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Wedge-rumped Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009074	0.0001741	0.0005162	0.0010905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Black Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003241	0.0	0.0	0.000713	0.0	0.0001347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Least Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006157	8.7e-05	0.0004765	0.0	0.0	0.0001347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Juan Fernandez Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Hawaiian Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Wedge-tailed Shearwater	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Sooty Shearwater	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	2.49e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Black-vented Shearwater	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Wood Stork	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	3.71e-05	0.0015	0.0015	0.0015	0.0003889	0.0003191	0.0003574	0.0003775	0.0015	3.37e-05	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	AZ
Magnificent Frigatebird	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	4.09e-05	0.0015	3.71e-05	2.19e-05	0.0	0.0	0.0003889	0.0015	0.0	0.0	0.0	3.37e-05	4.38e-05	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Cocos Booby	2.16e-05	0.0015	0.0001244	0.0001138	0.0015	0.0001495	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49e-05	0.0001905	0.0005833	0.0002031	0.0003971	0.0001258	0.0003766	0.0003705	4.38e-05	0.0001989	0.0002427	0.0001153	0.0001198	7.38e-05	3.86e-05	5.77e-05	0.0001607	0.0015	0.0001036	8.65e-05	AZ
Blue-footed Booby	0.0	7.55e-05	0.0002986	0.0002276	2.74e-05	2.49e-05	1.92e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0014907	0.0009283	0.0	0.0001678	0.0004184	0.0001347	4.38e-05	0.0005968	0.000445	0.0003169	0.0001597	0.000406	0.0004245	5.77e-05	0.0001205	0.0001914	3.45e-05	2.16e-05	AZ
Double-crested Cormorant	0.0623771	0.0660662	0.0780025	0.0715478	0.0744205	0.0710815	0.0668783	0.0706197	0.0724678	0.0689703	0.0638919	0.0541864	0.0464052	0.0402299	0.0328143	0.029984	0.0266072	0.0276402	0.0236614	0.0227085	0.0243894	0.0254789	0.0260285	0.0273908	0.0288111	0.0257894	0.0275903	0.0238179	0.0237882	0.0212168	0.0252131	0.0292428	0.033197	0.0371613	0.0384937	0.041734	0.0463048	0.0507719	0.0589854	0.0704489	0.0664404	0.0691246	0.072829	0.0702969	0.0663747	0.0628709	0.0583138	0.0643738	AZ
Neotropic Cormorant	0.06672	0.0704186	0.0876813	0.0753794	0.0841586	0.0802003	0.074709	0.0897122	0.0897701	0.0849467	0.0792475	0.0772337	0.0739777	0.0689852	0.0598029	0.059159	0.0525619	0.053538	0.0539893	0.050105	0.0499086	0.0486621	0.0511775	0.0549499	0.0477594	0.0467699	0.0438701	0.0396308	0.0336273	0.0361233	0.0406715	0.0429359	0.0406624	0.0417331	0.0455649	0.0465508	0.0486266	0.0469521	0.049114	0.0613727	0.0624476	0.0605994	0.0653416	0.0702392	0.0724015	0.0599992	0.0603853	0.065239	AZ
White Ibis	0.0015	7.55e-05	4.98e-05	0.0004552	0.0002194	0.0001993	1.92e-05	2.52e-05	0.0002021	0.0001381	2.15e-05	7.4e-05	0.0	3.94e-05	0.0	1.33e-05	0.0015	1.81e-05	0.0	0.0	0.0	0.0	0.0	3.36e-05	4.09e-05	8.51e-05	3.71e-05	6.56e-05	0.0015	0.0015	3.24e-05	0.0015	3.97e-05	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0	3.99e-05	7.38e-05	0.0015824	8.66e-05	0.0	3.83e-05	6.91e-05	0.0001514	AZ
Glossy Ibis	0.0	2.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0003402	6.24e-05	0.0003149	7.19e-05	5.3e-05	3.62e-05	0.0	0.0001878	0.0005063	0.0	0.0001882	0.0002399	3.36e-05	8.18e-05	4.26e-05	0.0	6.56e-05	0.0015	0.0	3.24e-05	0.0001741	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.72e-05	0.0	0.0	0.0	0.0001726	0.0	AZ
White-faced Ibis	0.006201	0.0084784	0.0077132	0.0073976	0.0069401	0.0059297	0.0044637	0.0054226	0.00634	0.0074818	0.0102871	0.0152367	0.0263448	0.0338923	0.0436745	0.0420783	0.0373371	0.0323225	0.0281214	0.0231586	0.0188736	0.0154304	0.0149134	0.0150414	0.0162472	0.0190229	0.0202477	0.0245177	0.0309371	0.0320991	0.0445928	0.0651001	0.0657189	0.0735677	0.0667782	0.0567233	0.0397336	0.0243116	0.0206732	0.0121593	0.0102216	0.0081562	0.0120031	0.007301	0.0071518	0.0054754	0.0078028	0.0080251	AZ
African Sacred Ibis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AZ
Roseate Spoonbill	0.0012964	0.0013334	0.0021895	0.0029021	0.0024414	0.0026908	0.0025204	0.0025726	0.0025259	0.0019107	0.0012886	8.88e-05	0.000333	9.84e-05	0.0002877	0.0	0.0015	1.81e-05	0.0002817	0.0007501	0.0017611	0.0012796	0.0007197	0.0011104	0.0009413	0.000383	0.0002225	0.0005468	0.0012704	0.0005715	0.0020741	0.0036844	0.0030179	0.0028521	0.0025941	0.0076799	0.0062645	0.0025863	0.0019824	0.0044373	0.0031943	0.0021774	0.0031262	0.0019623	0.0020089	0.0017613	0.0017263	0.0022713	AZ
American Bittern	0.0012748	0.0026416	0.0017666	0.0024469	0.0026334	0.0019184	0.0007888	0.0007062	0.0012882	0.0012661	0.0016966	0.0016124	0.0015191	0.0008463	0.0006293	0.0007426	0.0003262	0.0002541	0.0002113	5.63e-05	3.32e-05	3.76e-05	0.0	0.0	0.0	0.0	0.0	2.19e-05	7.47e-05	4.76e-05	0.0	8.7e-05	3.97e-05	0.0003775	0.0004184	0.0005053	0.0007009	0.0011539	0.0012541	0.0018729	0.0012777	0.0016608	0.0018912	0.0010677	0.0012857	0.0006509	0.0008286	0.0006922	AZ
Least Bittern	0.0028952	0.0030442	0.0036327	0.0036419	0.002798	0.003214	0.0021549	0.002623	0.00293	0.0029697	0.0039087	0.0041272	0.0050359	0.0052944	0.0040276	0.0041243	0.0044768	0.0057531	0.0060327	0.0058506	0.0069447	0.0084679	0.0083563	0.0101958	0.0084715	0.006724	0.0054513	0.0047679	0.0034125	0.0040005	0.0059954	0.0055701	0.0061549	0.0048654	0.0056067	0.003941	0.0045998	0.0036607	0.004167	0.0044661	0.0031543	0.0029525	0.0041297	0.0033475	0.0034553	0.0026037	0.0043502	0.0030716	AZ
Yellow-crowned Night Heron	0.0001296	0.0001006	0.0	3.79e-05	0.0001646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	1.81e-05	0.0	9.38e-05	3.32e-05	0.0006022	0.0004798	3.36e-05	0.0002046	0.0	0.0	0.0	0.0	0.0015	6.48e-05	2.9e-05	0.0004765	0.0003355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024701	0.0012986	0.0	0.0	0.0	0.0	AZ
Black-crowned Night Heron	0.0515956	0.0525309	0.0526984	0.0507018	0.047977	0.0417819	0.0380375	0.0421448	0.0377873	0.034278	0.0295728	0.0308136	0.0314431	0.0296213	0.0289845	0.0300768	0.0299241	0.0299813	0.0335908	0.0333783	0.034225	0.0352264	0.0374235	0.0413891	0.0373235	0.0356201	0.0353408	0.0318009	0.0292184	0.0278605	0.0337687	0.0380041	0.0393519	0.0411039	0.0449372	0.0417677	0.0421869	0.0393124	0.0399709	0.0459575	0.048912	0.0463168	0.0512157	0.0587251	0.0583792	0.0516139	0.0523063	0.0512005	AZ
Little Blue Heron	0.0	5.03e-05	0.0015	5.69e-05	0.0	0.0	0.0	0.0002774	0.0003031	0.0002762	0.0001289	1.48e-05	0.0	3.94e-05	5.39e-05	3.98e-05	1.81e-05	0.0005082	0.0001174	0.0001125	0.0001329	0.0001505	0.0005598	0.0002692	4.09e-05	0.0015	3.71e-05	0.000175	9.96e-05	0.0015	0.0015	0.0015	0.0003574	4.19e-05	0.0	0.0003032	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	5.77e-05	0.0015	0.0	0.0	0.0	AZ
Tricolored Heron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3e-05	0.0	0.0	0.0	1.97e-05	0.0	6.63e-05	9.06e-05	0.0001089	0.0001878	0.0015	0.0012959	0.0010161	0.0004798	0.0002355	0.0	0.0010639	0.0005192	0.0004156	0.0017935	0.002786	0.0015232	0.0034523	0.0025017	0.0023907	0.0016736	0.0023242	0.0016647	0.0002785	0.0004855	8.64e-05	7.99e-05	0.0	3.86e-05	0.0	0.0015	0.0	0.0	0.0	AZ
Reddish Egret	0.0001728	5.03e-05	0.0004479	0.0003035	0.0009052	0.0002491	9.62e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36e-05	0.0001637	8.51e-05	0.0015	0.0008749	9.96e-05	0.0016431	9.72e-05	0.0005222	0.0012707	0.0017616	0.0011297	0.0003032	0.0002628	0.0021089	0.00089	0.0006051	0.0004392	0.0002952	0.0001158	0.0003174	0.0013259	0.0009955	3.45e-05	6.49e-05	AZ
Snowy Egret	0.0497159	0.0503925	0.0544152	0.050607	0.0535729	0.0469641	0.0437903	0.0453984	0.0457439	0.0418978	0.0396023	0.0392012	0.0410779	0.0409581	0.0399346	0.0373838	0.0325522	0.0335929	0.0307035	0.0264214	0.0256189	0.0260811	0.0263084	0.0293088	0.0291795	0.0291514	0.0288141	0.0285202	0.0247596	0.0246934	0.0335094	0.0436902	0.0458643	0.0589716	0.0566109	0.0563864	0.0571691	0.0504138	0.0511368	0.0581744	0.0563785	0.0527015	0.0579699	0.0593311	0.0561694	0.0474021	0.0450559	0.0542721	AZ
Green Heron	0.0441847	0.0448576	0.0490408	0.0401745	0.0434508	0.0387423	0.0341126	0.0375545	0.0367264	0.0328967	0.0322788	0.0311538	0.0327541	0.0354865	0.0359968	0.0380601	0.0367571	0.0398359	0.0401634	0.0383851	0.0378468	0.0401566	0.0418216	0.047446	0.0473092	0.044557	0.0399392	0.0389528	0.0343994	0.0369806	0.0449169	0.0534378	0.0567049	0.0666471	0.0654812	0.0651105	0.0668069	0.0581331	0.0605227	0.0636778	0.0610501	0.0566873	0.0567349	0.0573399	0.0556069	0.0464066	0.0413962	0.0431105	AZ
Western Cattle-Egret	0.0035434	0.0047801	0.0053246	0.0033763	0.0034563	0.0033635	0.0026936	0.0022195	0.0021723	0.002164	0.0024483	0.0036686	0.0051816	0.0069871	0.0058436	0.0057952	0.0067062	0.0055534	0.0052346	0.0050255	0.0049842	0.0039893	0.0035584	0.00461	0.004338	0.0050643	0.0046355	0.0048992	0.0032631	0.0035004	0.0049908	0.0058602	0.0054799	0.0066689	0.0074477	0.0075115	0.0063959	0.0056104	0.0052593	0.0043796	0.0043921	0.0043918	0.0053647	0.0042709	0.0025714	0.0026802	0.0045574	0.0039801	AZ
Great Egret	0.1074044	0.1037033	0.1125376	0.0995637	0.098889	0.0945512	0.0838865	0.0874171	0.0881031	0.078616	0.0721388	0.0646006	0.0581001	0.0544993	0.0434228	0.0392006	0.0355065	0.0358796	0.0344123	0.0309031	0.0318325	0.0307478	0.0342649	0.0359378	0.0361367	0.0345987	0.0338204	0.0329382	0.0294425	0.0316466	0.0457271	0.0554105	0.0582536	0.0726869	0.0822176	0.0959647	0.1039558	0.1043689	0.110729	0.1232352	0.1230186	0.1248524	0.1315322	0.1259631	0.122062	0.1112685	0.1029899	0.1127623	AZ
Great Blue Heron	0.1302206	0.1273775	0.1361748	0.119025	0.114607	0.1048409	0.0937951	0.1033822	0.1040919	0.1020051	0.0966218	0.1000296	0.0978878	0.0926823	0.0894347	0.092193	0.0829029	0.0834831	0.0820169	0.0803518	0.0821399	0.0899101	0.0927592	0.1037082	0.1010436	0.1014129	0.1001632	0.0939373	0.0870074	0.0836766	0.1021486	0.1205976	0.1232975	0.1377401	0.1422594	0.142145	0.1428571	0.1352459	0.1382798	0.1483029	0.14446	0.1482138	0.1605172	0.149078	0.1491824	0.1397174	0.1350987	0.1324248	AZ
American White Pelican	0.0190999	0.0203281	0.0217213	0.0209408	0.0186806	0.0188853	0.0180471	0.0183863	0.016292	0.0160225	0.0151837	0.0089349	0.0074498	0.0059243	0.0038658	0.002891	0.0029543	0.0020508	0.00223	0.0023252	0.0020601	0.0018065	0.0013594	0.0015815	0.0017188	0.0016597	0.0016688	0.0017497	0.0008718	0.0016669	0.0019445	0.0031332	0.0034547	0.0061236	0.0068201	0.007983	0.0150261	0.0162343	0.0164253	0.0232813	0.0224396	0.023509	0.0291779	0.030185	0.0267588	0.0209442	0.0218547	0.0242916	AZ
Brown Pelican	0.003565	0.0028681	0.0033092	0.00239	0.0023316	0.0014949	0.0011736	0.0014376	0.0010609	0.0009208	0.0007302	0.0007692	0.0007908	0.0005511	0.0003236	0.0004244	0.0003081	0.0003448	0.0001643	0.0003563	0.0005981	0.0006022	0.0005997	0.0010431	0.0015142	0.001532	0.0020767	0.002384	0.0022916	0.0021193	0.0013935	0.0024079	0.003415	0.0020971	0.0012971	0.00256	0.0025847	0.0019895	0.0022656	0.0026797	0.0031543	0.0034691	0.0021999	0.0028858	0.0035357	0.0023356	0.0017608	0.0026173	AZ
California Condor	0.0011451	0.0011573	0.0009704	0.0014416	0.0010424	0.0013952	0.0010197	0.001715	0.002248	0.0027165	0.002749	0.0028402	0.0034128	0.0031491	0.0033264	0.0030369	0.002175	0.0029764	0.0045069	0.0044629	0.0054162	0.0051936	0.0063572	0.0054512	0.0031921	0.0040003	0.0038196	0.0029526	0.0025905	0.0021193	0.0033704	0.0039745	0.005877	0.0046556	0.0053556	0.0088588	0.0051255	0.0052523	0.0040861	0.002622	0.0017169	0.0021405	0.0020841	0.0022797	0.0012054	0.0012635	0.001312	0.0014493	AZ
